,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
62,1362.691530561447,49.5278875874152,1.5588117599487306,0.08944289399304473,1000,2,4,30,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': False}",-7.7507477507885145,-7.592160924750238,-7.781933933214096,-7.595015707884565,-7.642021850545347,-7.672376033436552,0.07935429356300958,66,-5.0949833084488265,-5.075929095090572,-4.861138096009176,-5.093762707083917,-5.058996011038023,-5.036961843534103,0.08889406044952637
63,1569.5607701301574,7.85222919813148,1.9864726066589355,0.04410668195258424,1200,10,3,80,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 80, 'bootstrap': True}",-7.031318892604074,-6.863472172530691,-6.952855716183533,-6.982300308819366,-6.923232780903574,-6.950635974208247,0.05633072693982748,18,-4.606562294525861,-4.621609025121209,-4.631189625103261,-4.594065355066223,-4.632770607147479,-4.617239381392807,0.014872509804913999
64,641.9370917320251,4.6094527621329835,0.7208604335784912,0.02141437837584496,400,10,1,90,True,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 90, 'bootstrap': True}",-6.8133501400157535,-6.698390810149073,-6.745631254849164,-6.790749732741001,-6.715169032038381,-6.752658193958675,0.043667474676867234,8,-3.83424464461639,-3.8569905270005846,-3.854658383453332,-3.8211751852430607,-3.858221519409281,-3.8450580519445294,0.014799650682784634
65,101.3465395450592,2.792923071029612,0.22902240753173828,0.013252741067820723,400,2,4,10,False,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",-8.349650819390765,-8.216339559000984,-8.127494794109829,-8.31042095699896,-8.28082664976616,-8.25694655585334,0.07801350877002047,98,-8.04528817147392,-8.025789565513245,-7.968952714516176,-8.01715714877346,-8.026357690839644,-8.01670905822329,0.02558588121450516
66,1303.7537670135498,22.209169840952956,1.88775577545166,0.12403215953132746,1200,2,3,30,True,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 30, 'bootstrap': True}",-7.149399576028693,-7.01543625821782,-7.0539055086145925,-7.108922926970273,-7.043598423035655,-7.074252538573407,0.04829522612496906,37,-4.970903962005257,-5.10818128573161,-5.008563128785687,-5.027635739960679,-5.0545685911876665,-5.033970541534179,0.046031671685677115
67,796.790700340271,14.02270349032265,0.7719192028045654,0.0264299758420543,400,2,3,50,False,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 50, 'bootstrap': False}",-7.8723709173986975,-7.670284020056481,-7.752292431135847,-7.697083380449692,-7.634228330534092,-7.7252518159149615,0.08303664145651346,83,-3.3601880148780845,-3.3077831436471548,-3.338532976838267,-3.3298315344961056,-3.353979248543415,-3.3380629836806053,0.018588657048690435
68,101.98625392913819,1.8656251084516369,0.23286809921264648,0.012189241293398656,400,2,3,10,False,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 10, 'bootstrap': False}",-8.365982667918237,-8.239851988857135,-8.136688538780247,-8.30442141766617,-8.275047517439331,-8.264398426132225,0.07608803333847866,99,-8.027956846575513,-8.009163569349253,-7.961850758629113,-8.001277075566225,-8.010607989402452,-8.002171247904512,0.02196137365780967
69,392.9404960155487,9.67862908739742,0.602726936340332,0.010090848420725052,600,2,3,20,True,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': True}",-7.528690699940292,-7.407229277194892,-7.413856813892107,-7.473275267604829,-7.452841677487889,-7.455178747224002,0.04414432463491829,47,-6.278467683200137,-6.400107475911952,-6.278455616460228,-6.321066419178294,-6.326778812523008,-6.320975201454724,0.04452058242913547
70,688.0852616310119,4.072003149307853,0.7691808700561523,0.015413295734102937,400,6,1,60,True,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 60, 'bootstrap': True}",-6.744986524827887,-6.622039315921555,-6.6767445594463934,-6.718873681809213,-6.639353863208005,-6.680399589042611,0.04638051405007833,5,-3.2477658939918936,-3.2798510851315803,-3.2796308965247745,-3.2501933749671124,-3.2793222645318303,-3.267352703029438,0.015022114505377536
71,1022.8629671573639,4.997189921459214,1.267113733291626,0.02631189803809928,800,6,4,70,True,"{'n_estimators': 800, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 70, 'bootstrap': True}",-7.071669724377157,-6.900101752114812,-7.000554950323037,-7.037813430991693,-6.975320181728102,-6.997092007906962,0.058503306224384995,25,-4.652439477036132,-4.669736419443905,-4.676948311591791,-4.645484071023127,-4.684495008284167,-4.665820657475824,0.014700489750589733
72,2637.009076499939,15.982320474725068,2.7315212726593017,0.03195155235982406,1200,2,1,70,True,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 70, 'bootstrap': True}",-6.66704888892379,-6.546567199809614,-6.584855391069363,-6.6337310376897065,-6.574206475677454,-6.601281798633986,0.04330092512562322,1,-2.4751980208388846,-2.485750163830715,-2.4931352460755307,-2.472982914109819,-2.492819586617282,-2.4839771862944464,0.008522315632891287
73,1406.8585798740387,43.836007400387984,1.5777116775512696,0.014687846473714484,1000,6,4,30,False,"{'n_estimators': 1000, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': False}",-7.7506534560741,-7.5916286196604785,-7.782531773469326,-7.5947009659015,-7.641959898286931,-7.672294942678467,0.07967472786766133,65,-5.094983406757908,-5.075949890789709,-4.861126212945625,-5.093784133359637,-5.059051926861237,-5.036979114142823,0.08890610948999418
74,375.9752062797546,5.072885264843107,0.3631096363067627,0.005080348663235231,200,2,4,50,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 50, 'bootstrap': False}",-7.6935241979310485,-7.597655261738561,-7.838113382924497,-7.585472563993222,-7.653680484567281,-7.673689178230921,0.09098617741445682,71,-4.02657936373857,-4.0003779022137325,-4.0440329017430745,-3.99081929553857,-4.036953955661064,-4.019752683779002,0.020710091326632558
75,3865.215353870392,62.20235676781778,17.312862348556518,6.849200119020975,1200,2,1,70,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 70, 'bootstrap': False}",-7.48514663736498,-7.390184492716516,-7.493385515643517,-7.424980805627261,-7.374292827969051,-7.433598055864264,0.04838987729706599,41,-0.08976010573761725,-0.08848676374532966,-0.09300579347591532,-0.14158889142073336,-0.08686928374209933,-0.09994216762433898,0.020920630222796138
76,1373.549215745926,40.26344521453026,1.4874507427215575,0.02688664010803149,1000,10,4,30,False,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': False}",-7.773719272102418,-7.5500502842112915,-7.778046216527621,-7.549740923832779,-7.613345861707624,-7.652980511676347,0.10299828008411714,62,-5.2231276080457265,-5.231484123082362,-5.0309594710577645,-5.2444266695376855,-5.211909321644203,-5.188381438673549,0.07942473513585808
77,1371.9088470458985,6.42948176886629,1.6899878978729248,0.04405367046688075,1000,10,3,70,True,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 70, 'bootstrap': True}",-7.024077734305622,-6.860701082052936,-6.960338534796419,-6.993458047977979,-6.921182352285359,-6.951951550283662,0.05704157918469781,19,-4.603388921176552,-4.6204204596848015,-4.632917563163645,-4.595108845143686,-4.63620568154525,-4.617608294142786,0.01610317101692709
78,1409.6311336994172,26.734125828820247,2.026556634902954,0.07837634252730255,1200,10,1,30,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",-7.116488285994225,-7.00831060454128,-7.023111724843801,-7.094951274080309,-7.023417044167993,-7.053255786725522,0.043717152366635065,34,-5.088416656685596,-5.228247422454996,-5.131083593787415,-5.1379657954102065,-5.1579491224907175,-5.148732518165786,0.045766747308741494
79,403.7350203990936,3.972285389697911,0.48183064460754393,0.08213277527731905,200,6,4,70,False,"{'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 70, 'bootstrap': False}",-7.690574195615867,-7.598786237636082,-7.835367561840696,-7.5880654384984245,-7.654251838024489,-7.6734090543231135,0.08915637576928959,67,-3.998796648614946,-3.9627615270706036,-4.027309595602518,-3.954327171298973,-4.020048429165979,-3.9926486743506038,0.02950153481499462
80,722.2026035308838,5.833109717446995,0.8168596744537353,0.008467644477028852,400,6,1,50,True,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 50, 'bootstrap': True}",-6.7612269018403754,-6.645957178489213,-6.686614388474652,-6.745661129463196,-6.658366578099225,-6.699565235273333,0.046186296935152,6,-3.3629752172650402,-3.430373811010357,-3.4022363674974283,-3.3880209579835983,-3.4142476521172807,-3.399570801174741,0.022995548489980245
81,361.1374391078949,2.3267442619014678,0.4249705791473389,0.02161466971562042,200,6,1,50,True,"{'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 50, 'bootstrap': True}",-6.752627720852092,-6.652568447789282,-6.696245958662554,-6.729249183208464,-6.67526250377141,-6.7011907628567595,0.03603856498442647,7,-3.355256081340031,-3.44204579514559,-3.411013353860296,-3.381509947203751,-3.4135412370542886,-3.400673282920791,0.029712427412240543
82,1766.2750494003296,21.652410071246496,2.065439987182617,0.03151796038050674,1200,10,1,40,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}",-6.907383805407133,-6.801707556871913,-6.836897895174227,-6.891730463135232,-6.81242678981503,-6.850029302080706,0.04230815458318652,12,-4.280164907609909,-4.396344323617713,-4.3338525861719335,-4.305558571212714,-4.3449647396928635,-4.332177025661027,0.03923666092222479
83,1541.4048701763154,21.519519664534812,1.5011741161346435,0.014582313689751812,800,6,4,90,False,"{'n_estimators': 800, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 90, 'bootstrap': False}",-7.692372408078456,-7.6007391064032985,-7.833880028891763,-7.586687155096987,-7.653785589626994,-7.6734928576194985,0.08865347917869323,69,-3.998779707489686,-3.9625184223372036,-4.027306459171929,-3.954459968463494,-4.019867430638956,-3.9925863976202534,0.029481527306861204
84,1011.9410841941833,71.26069155181617,1.4194605827331543,0.04487721399326196,1200,2,3,20,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': False}",-7.95424572857181,-7.655634340276626,-7.718979200339903,-7.737104345627431,-7.87983241117833,-7.789159205198819,0.11039838904754762,87,-6.327831177089987,-6.394850276239681,-5.979711019414853,-6.184765568495595,-6.291898821506119,-6.2358113725492474,0.14498267774620938
85,1944.8120041370391,30.027967239255016,1.911821222305298,0.032737265343553694,1000,2,3,40,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 40, 'bootstrap': False}",-7.898295006561723,-7.618263087673457,-7.767664652706204,-7.660369502384201,-7.598379373959161,-7.708594324656948,0.11145254917363222,77,-3.818843410319654,-3.6806923265620437,-3.6477703310457374,-3.6755940718758304,-3.6940655669786313,-3.703393141356379,0.05966201560562575
86,1583.2700778007506,24.42196332836038,1.8816717147827149,0.07824006420125652,1000,6,1,40,True,"{'n_estimators': 1000, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}",-6.83534166679827,-6.729893758253949,-6.753599871457582,-6.817122481773619,-6.74953904535756,-6.777099364728196,0.041313877375143235,11,-3.763525591147571,-3.889279443414293,-3.8120506047444445,-3.8140942090016257,-3.846235582893335,-3.825037086240253,0.041589700667509874
87,1869.9985867023468,18.230129089480034,1.890744113922119,0.05466541380923693,1000,10,4,90,False,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 90, 'bootstrap': False}",-7.714825268179399,-7.526191626131586,-7.839119406005322,-7.511513954794669,-7.605050769912058,-7.639340205004606,0.12322957471132519,60,-4.21674136475735,-4.204703996080857,-4.267974150592099,-4.188019281373661,-4.2526486762541795,-4.2260174938116295,0.02984545804880467
88,270.27188606262206,5.628005810692587,0.6055979251861572,0.015116628808924873,1000,10,4,10,False,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",-8.354721465159603,-8.210990528827468,-8.131148269054691,-8.302888209147632,-8.282099932671956,-8.25636968097227,0.07776729675252439,95,-8.04946298031084,-8.036793150488192,-7.978474738287188,-8.02680265067193,-8.035445266333895,-8.025395757218408,0.024550705899923725
89,404.617876291275,5.813648215994471,0.37199106216430666,0.01836154608487755,200,10,3,90,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 90, 'bootstrap': False}",-7.8359577856249265,-7.566920818114288,-7.680627487868663,-7.524853302115752,-7.563644762809983,-7.634400831306722,0.11342199449166733,54,-3.9522630390195594,-3.905157291028116,-3.966574839680615,-3.9033400710940453,-3.9656783079763,-3.938602709759727,0.028510287218415014
90,364.999599981308,4.628920430672473,0.41741042137145995,0.00774728545109325,200,6,1,80,True,"{'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 80, 'bootstrap': True}",-6.746517791429554,-6.625615078585409,-6.666844828044577,-6.7016666150152195,-6.639127297058611,-6.675954322026675,0.04384877946704354,3,-3.223545274950641,-3.2517580626744116,-3.2504771162031187,-3.2237052126263315,-3.2463343365982213,-3.2391640006105447,0.012813503962896586
91,2479.5590383052827,28.05134689079431,3.2199283599853517,0.053177391279354745,1200,6,4,80,False,"{'n_estimators': 1200, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 80, 'bootstrap': False}",-7.692171827742071,-7.601369980787804,-7.834437635730555,-7.587486102952403,-7.653720521195089,-7.673837213681584,0.08859046124622602,72,-3.998738260004691,-3.9623620708517246,-4.027142676891509,-3.954424742698271,-4.01994342104612,-3.9925222342984634,0.029496405980829032
92,1941.9450651645661,7.19074853533751,3.0742143630981444,0.10646503422620261,1200,6,3,60,True,"{'n_estimators': 1200, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 60, 'bootstrap': True}",-6.972114371133138,-6.8096686872358,-6.906842911453034,-6.936419688697891,-6.866219801524358,-6.898253092008844,0.05631925269930866,14,-4.128339912536909,-4.143659785463764,-4.154739974374256,-4.12018798387874,-4.159396138346216,-4.141264758919977,0.015015635875631596
93,1177.0831878185272,8.562156647357108,1.4279592037200928,0.08042202472915196,800,6,4,100,True,"{'n_estimators': 800, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 100, 'bootstrap': True}",-7.0770248197201076,-6.895691395819597,-7.007836565815539,-7.032990294420701,-6.975707645238086,-6.997850144202806,0.0608767412873914,26,-4.6538253959324445,-4.668714034848751,-4.679961333215286,-4.642677753575514,-4.685180008098892,-4.666071705134177,0.01588886386962207
94,1614.1380178451539,18.213540517370806,1.5524821758270264,0.0677846459931391,800,6,4,100,False,"{'n_estimators': 800, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 100, 'bootstrap': False}",-7.692027363979327,-7.601036572346776,-7.835362089440766,-7.5868020895560795,-7.654537651171024,-7.673953153298795,0.08907145353063436,73,-3.9987646941230715,-3.9625130777135107,-4.027252447083046,-3.954304859018725,-4.019958299687346,-3.99255867552514,0.029526273998406315
95,2935.97794175148,44.974131743913915,2.9795180320739747,0.14037376772164928,1200,10,1,60,False,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 60, 'bootstrap': False}",-7.539519451127705,-7.439408927682913,-7.630410018990896,-7.480567289407295,-7.419428389870086,-7.501866815415779,0.07627821145792443,51,-2.7166984862642445,-2.7210621316373653,-2.700023481004065,-2.8458527671014338,-2.731283915965326,-2.742984156394487,0.05241369658500826
96,352.4721164226532,22.53984618003542,0.46080784797668456,0.02278201764444259,400,2,3,20,False,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': False}",-7.954317961142859,-7.655854318053878,-7.717984360491998,-7.737369795549319,-7.880029438804406,-7.789111174808492,0.11050158088781728,85,-6.327891394268589,-6.394897955300569,-5.979786200643297,-6.184743178199034,-6.291927764365312,-6.23584929855536,0.14497804149148527
97,321.62218194007875,6.533305361944047,0.759685468673706,0.09665603554135707,1200,2,4,10,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",-8.349695218004303,-8.216280776767592,-8.12745328951214,-8.310596388986326,-8.280649690764703,-8.256935072807014,0.07805724628460728,97,-8.045287874511235,-8.025791761181999,-7.968948130724468,-8.017156514800954,-8.026338794622301,-8.01670461516819,0.025586255571316597
98,921.934911441803,18.399409667450538,1.171580171585083,0.026748438299557403,800,6,4,30,True,"{'n_estimators': 800, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 30, 'bootstrap': True}",-7.2113636215595545,-7.057911288784503,-7.116869319907345,-7.169504369890772,-7.110334841967377,-7.133196688421911,0.052698112972429094,39,-5.2706243651333375,-5.396501343002129,-5.311561397572469,-5.3261037308931005,-5.347851126330204,-5.330528392586248,0.04152186009073009
99,1101.9573956012725,26.11949820939955,0.9767065525054932,0.02209814840034158,600,10,3,100,False,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 100, 'bootstrap': False}",-7.835661791899222,-7.567027981428113,-7.681684179216646,-7.52464739702239,-7.563334491764097,-7.634471168266093,0.11346982538605205,55,-3.952228926074016,-3.903917742668191,-3.965845702737976,-3.903534446203827,-3.9653863603330453,-3.938182635603411,0.028555791409006118
