,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
52,88.94916710853576,1.7016263311017232,0.31316499710083007,0.15832667989629526,400,6,4,10,True,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': True}",-8.250444149651585,-8.137311678271834,-8.14070390694565,-8.235446998531382,-8.191206295799113,-8.191022605839914,0.046736100555361725,92,-7.9497238861713,-7.995862267853597,-7.959107642687119,-7.957029720796265,-7.971342531119784,-7.966613209725613,0.016194443052936797
53,1014.7173090457916,14.058993676391566,0.9999556064605712,0.022016712520425693,600,2,4,40,False,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 40, 'bootstrap': False}",-7.724521597324023,-7.587394948557324,-7.809829053312851,-7.563818745316154,-7.634593006026692,-7.664031470107409,0.0913218052515893,63,-4.269019421589747,-4.288298139916834,-4.2387960292808105,-4.25111863667773,-4.270635855476915,-4.263573616588408,0.01708736036612929
54,508.3809739112854,4.546880039044735,0.656015682220459,0.0040435451560125076,400,2,4,60,True,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 60, 'bootstrap': True}",-7.071468026978282,-6.904249423806673,-7.007974596309315,-7.037330590330695,-6.969174508241255,-6.998039429133243,0.05773042635180834,27,-4.657177257630302,-4.672491195160444,-4.683675172336221,-4.6467430260421025,-4.689881365905718,-4.669993603414957,0.01608598431558526
55,722.1969205379486,7.378320849369497,0.7099843502044678,0.015727910197094828,400,6,4,90,False,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_depth': 90, 'bootstrap': False}",-7.692355601672961,-7.601181618397419,-7.835141950731639,-7.586613237827838,-7.6547230947749,-7.6740031006809515,0.0890103570687299,74,-3.998682075537697,-3.9621136861448787,-4.02725347381387,-3.954299519479169,-4.01985598849334,-3.9924409486937913,0.029587022334034943
56,978.4234776973724,4.474689347089353,1.2434263706207276,0.028659362169773304,800,10,4,90,True,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 90, 'bootstrap': True}",-7.098729225686487,-6.917836499898671,-7.024679082206459,-7.053230516352467,-6.997547743070171,-7.0184046134428515,0.06042054337293527,32,-4.825108802079844,-4.843839746249845,-4.856111406686602,-4.818324984630416,-4.857435457243277,-4.840164079377996,0.015935719014365007
57,149.04407062530518,3.305220348626082,0.3178989887237549,0.009619808078368822,600,10,4,10,False,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 10, 'bootstrap': False}",-8.35477697054877,-8.211045029896692,-8.13123545934785,-8.302816833607583,-8.282286928634685,-8.256432244407115,0.07775077388923066,96,-8.04946614791275,-8.036787927107792,-7.978484251003166,-8.026802648415245,-8.035441959638447,-8.02539658681548,0.02454693537210917
58,569.785842037201,2.965952733887044,0.6989493370056152,0.016468380771035473,400,6,3,70,True,"{'n_estimators': 400, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 70, 'bootstrap': True}",-6.973216818879121,-6.817309339553307,-6.90523930664162,-6.93884458368295,-6.872399413615719,-6.901401892474543,0.05382706710137595,15,-4.127917861949247,-4.146711343943874,-4.149046464595844,-4.123281962093355,-4.153598983756388,-4.140111323267742,0.012142667790886078
59,3606.68355512619,56.69636193126921,4.467919588088989,0.1298379323355336,1200,2,1,60,False,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 60, 'bootstrap': False}",-7.474184232710537,-7.389980950229772,-7.504890505136025,-7.447785201822107,-7.376701474790541,-7.438708472937796,0.048867611386427895,43,-0.14473649089314344,-0.16400417189721445,-0.13789411427862347,-0.31643278738287123,-0.13853936608007597,-0.1803213861063857,0.06870903928386665
60,213.6181966304779,5.50714919666713,0.2764329433441162,0.010028225251306888,200,10,1,30,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': True}",-7.115347571650705,-7.0131620957317455,-7.035840988364249,-7.09050419724726,-7.029289961229913,-7.056828962844774,0.03915133702659307,36,-5.092238808775022,-5.254068021556554,-5.1373329798381135,-5.147069154402439,-5.148307215364977,-5.155803235987421,0.05323538176497714
61,161.6800214767456,10.192067690229447,0.2079216480255127,0.005674334144523015,200,6,3,20,False,"{'n_estimators': 200, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_depth': 20, 'bootstrap': False}",-7.953585945549919,-7.655885150835772,-7.720100110582766,-7.735927203838555,-7.880130715235565,-7.789125825208515,0.11016055654734831,86,-6.3280626405542915,-6.3948818326044545,-5.9796892877293795,-6.184666486983801,-6.291859287760536,-6.235831907126493,0.14503061473625453
